"","pickup_hour","start.station.id","N","lat","lon"
"1",0,3162,2,40.78339981,-73.98093133
"2",0,3260,2,40.7270636334831,-73.9966213703155
"3",0,403,2,40.72502876,-73.99069656
"4",0,3637,2,40.6832386546034,-73.9659959077835
"5",0,3662,2,40.7612938972891,-73.916916847229
"6",0,468,1,40.7652654,-73.98192338
"7",0,515,1,40.76009437,-73.99461843
"8",0,265,2,40.72229346,-73.99147535
"9",0,472,2,40.7457121,-73.98194829
"10",0,3151,1,40.7728384,-73.94989233
"11",0,432,2,40.72621788,-73.98379855
"12",0,328,4,40.72405549,-74.00965965
"13",0,3506,1,40.8013066,-73.9398167
"14",0,465,1,40.75513557,-73.98658032
"15",0,3660,3,40.7410215090027,-74.001384973526
"16",0,3142,1,40.7612274,-73.96094022
"17",0,2010,1,40.72165481,-74.00234737
"18",0,467,2,40.68312489,-73.97895137
"19",0,336,8,40.73047747,-73.99906065
"20",0,3085,2,40.71469,-73.95739
"21",0,498,3,40.74854862,-73.98808416
"22",0,438,5,40.72779126,-73.98564945
"23",0,285,5,40.73454567,-73.99074142
"24",0,474,1,40.7451677,-73.98683077
"25",0,3255,8,40.7505853470215,-73.9946848154068
"26",0,236,6,40.7284186,-73.98713956
"27",0,3690,1,40.7133418427591,-74.0093551576138
"28",0,401,2,40.72019576,-73.98997825
"29",0,3374,1,40.799484,-73.955613
"30",0,435,2,40.74173969,-73.99415556
"31",0,3285,2,40.78839,-73.9747
"32",0,3093,2,40.71745169,-73.95850939
"33",0,3472,1,40.742753828659,-74.0074735879898
"34",0,3112,2,40.72906,-73.95779
"35",0,229,2,40.72743423,-73.99379025
"36",0,276,2,40.71748752,-74.0104554
"37",0,3453,1,40.7133522622288,-73.9491033554077
"38",0,436,1,40.68216564,-73.95399026
"39",0,507,2,40.73912601,-73.97973776
"40",0,3236,1,40.7589848139963,-73.9937996864319
"41",0,3419,3,40.6792788,-73.98154004
"42",0,377,1,40.72243797,-74.00566443
"43",0,3232,1,40.6896218879033,-73.9830426871777
"44",0,3591,1,40.7659,-73.930819
"45",0,3459,1,40.7576322773944,-73.9693057537079
"46",0,380,6,40.73401143,-74.00293877
"47",0,2012,3,40.739445,-73.976806
"48",0,223,3,40.73781509,-73.99994661
"49",0,3534,2,40.805159,-73.954692
"50",0,167,3,40.7489006,-73.97604882
"51",0,476,4,40.74394314,-73.97966069
"52",0,3086,1,40.715143,-73.944507
"53",0,3082,6,40.71167351,-73.95141312
"54",0,146,2,40.71625008,-74.0091059
"55",0,3687,2,40.7432268143217,-73.9744978398085
"56",0,3372,1,40.7689738,-73.95482273
"57",0,460,6,40.71285887,-73.96590294
"58",0,3379,2,40.7903051,-73.94755757
"59",0,312,3,40.722055,-73.989111
"60",0,3563,1,40.757186,-73.932719
"61",0,3507,1,40.8045555,-73.9396861
"62",0,3166,2,40.7805779901033,-73.9856243133545
"63",0,477,9,40.75640548,-73.9900262
"64",0,297,1,40.734232,-73.986923
"65",0,217,2,40.70277159,-73.99383605
"66",0,514,2,40.76087502,-74.00277668
"67",0,520,1,40.75992262,-73.97648516
"68",0,3533,1,40.8114323,-73.9518776
"69",0,3107,4,40.72311651,-73.95212324
"70",0,237,4,40.73047309,-73.98672378
"71",0,3658,1,40.7435337324616,-74.0036755800247
"72",0,454,1,40.75455731,-73.96592976
"73",0,504,1,40.73221853,-73.98165557
"74",0,296,2,40.71413089,-73.9970468
"75",0,531,2,40.71893904,-73.99266288
"76",0,335,2,40.72903917,-73.99404649
"77",0,516,1,40.75206862,-73.96784384
"78",0,2003,1,40.7338121919663,-73.9805442094803
"79",0,3382,3,40.680611,-73.99475825
"80",0,157,3,40.69089272,-73.99612349
"81",0,127,2,40.73172428,-74.00674436
"82",0,513,1,40.768254,-73.988639
"83",0,479,9,40.76019252,-73.9912551
"84",0,3656,4,40.7230774906867,-73.9858362078667
"85",0,3173,1,40.777507027548,-73.9888858795166
"86",0,423,3,40.76584941,-73.98690506
"87",0,3456,1,40.7163803197356,-73.9482128620148
"88",0,151,1,40.722103786686,-73.997249007225
"89",0,361,2,40.71605866,-73.99190759
"90",0,3615,1,40.748,-73.9460927
"91",0,536,3,40.74144387,-73.97536082
"92",0,540,4,40.7431155537649,-73.9821535348892
"93",0,3659,2,40.7429489166009,-74.0041369199753
"94",0,3047,1,40.6823687,-73.944118
"95",0,3175,2,40.77748046,-73.98288594
"96",0,3414,3,40.6809447234773,-73.9756733179092
"97",0,3671,1,40.7747794489573,-73.9542746543884
"98",0,325,1,40.73624527,-73.98473765
"99",0,399,1,40.68851534,-73.9647628
"100",0,249,3,40.71870987,-74.0090009
"101",0,529,6,40.7575699,-73.99098507
"102",0,195,1,40.70905623,-74.01043382
"103",0,3256,1,40.7277140777778,-74.011295735836
"104",0,3562,3,40.6765198,-73.9596082
"105",0,389,1,40.71044554,-73.96525063
"106",0,379,5,40.749156,-73.9916
"107",0,410,2,40.72066442,-73.98517977
"108",0,3171,1,40.78524672,-73.97667321
"109",0,3296,1,40.7824541752799,-73.9489196240902
"110",0,390,4,40.69221589,-73.9842844
"111",0,3408,1,40.6881529,-73.99520919
"112",0,72,2,40.76727216,-73.99392888
